FileName,IsNativeEnglish,NumberCharacters,NumberWords,NumberSentences,NumberSyllables,ASW,ASL,FRES,FKGL
.\Data\english (2222).txt,1,344,51,2,80,1.568627451,25.5,48.24661765,12.86480392
.\Data\english (19535).txt,1,350,64,5,57,0.890625,12.8,118.496125,-0.088625
.\Data\english (10206).txt,1,214,35,3,36,1.028571429,11.66666667,107.9761905,1.097142857
.\Data\english (19777).txt,1,821,147,13,146,0.993197279,11.30769231,111.3332025,0.539727891
.\Data\english (33703).txt,1,650,118,11,110,0.93220339,10.72727273,117.0824114,-0.406363636
.\Data\english (30626).txt,1,316,57,3,64,1.122807018,19,92.56052632,5.069122807
.\Data\english (3196).txt,1,591,94,5,133,1.414893617,18.8,68.053,8.437744681
.\Data\english (106).txt,1,932,141,10,199,1.411347518,14.1,73.1235,6.562900709
.\Data\Korea  (3007).txt,0,604,107,8,102,0.953271028,13.375,112.612646,0.874848131
.\Data\english (31675).txt,1,587,106,5,114,1.075471698,21.2,94.33209434,5.368566038
.\Data\english (4576).txt,1,380,63,4,73,1.158730159,15.75,92.82017857,4.225515873
.\Data\english (16786).txt,1,307,46,3,45,0.97826087,15.33333333,108.5107971,1.933478261
.\Data\english (12255).txt,1,481,93,5,91,0.978494624,18.6,105.1753548,3.210236559
.\Data\english (22315).txt,1,241,44,1,47,1.068181818,44,71.80681818,14.17454545
.\Data\Korea  (543).txt,0,647,113,9,122,1.079646018,12.55555556,102.753058,2.046489676
.\Data\english (6357).txt,1,725,115,6,153,1.330434783,19.16666667,74.82605072,7.584130435
.\Data\english (7264).txt,1,348,58,3,79,1.362068966,19.33333333,71.98063218,8.022413793
.\Data\english (28372).txt,1,634,103,4,128,1.242718447,25.75,75.56476942,9.11657767
.\Data\english (7925).txt,1,264,45,1,63,1.4,45,42.72,18.48
.\Data\Korea  (4789).txt,0,295,56,7,44,0.785714286,8,132.2435714,-3.198571429
.\Data\english (17775).txt,1,995,191,7,206,1.078534031,27.28571429,87.89602094,7.778130142
.\Data\english (18588).txt,1,583,121,8,109,0.900826446,15.125,115.2732076,0.938502066
.\Data\english (1487).txt,1,380,54,3,70,1.296296296,18,78.89833333,6.726296296
.\Data\english (5501).txt,1,215,41,2,44,1.073170732,20.5,95.2372561,5.068414634
.\Data\english (23283).txt,1,480,82,8,91,1.109756098,10.25,102.5458841,1.502621951
.\Data\english (30576).txt,1,768,118,11,151,1.279661017,10.72727273,87.68749615,3.693636364
.\Data\english (13443).txt,1,557,103,6,96,0.932038835,17.16666667,110.5603479,2.103058252
.\Data\english (23243).txt,1,215,43,3,41,0.953488372,14.33333333,111.6215504,1.251162791
.\Data\english (22126).txt,1,207,38,6,43,1.131578947,6.333333333,104.6750877,0.232631579
.\Data\Korea  (5086).txt,0,704,126,12,138,1.095238095,10.5,103.5203571,1.428809524
.\Data\Korea  (1725).txt,0,590,92,8,104,1.130434783,11.5,99.52771739,2.234130435
.\Data\english (21297).txt,1,210,39,1,37,0.948717949,39,86.98846154,10.81487179
.\Data\english (14980).txt,1,826,137,11,166,1.211678832,12.45454545,91.68560717,3.565082946
.\Data\english (1930).txt,1,403,70,3,85,1.214285714,23.33333333,80.42309524,7.838571429
.\Data\english (30791).txt,1,200,37,3,35,0.945945946,12.33333333,114.2896396,0.382162162
.\Data\english (19924).txt,1,516,106,3,106,1,35.33333333,86.37166667,9.99
.\Data\english (2690).txt,1,295,38,2,58,1.526315789,19,58.42368421,9.830526316
.\Data\english (34669).txt,1,322,54,3,52,0.962962963,18,107.0983333,2.792962963
.\Data\english (28216).txt,1,316,49,7,52,1.06122449,7,109.9504082,-0.33755102
.\Data\english (5944).txt,1,441,77,7,104,1.350649351,11,81.40506494,4.637662338
.\Data\english (17962).txt,1,368,72,2,73,1.013888889,36,84.52,10.41388889
.\Data\english (767).txt,1,237,40,1,47,1.175,40,66.83,13.875
.\Data\english (24835).txt,1,370,60,2,72,1.2,30,74.865,10.27
.\Data\Korea  (3690).txt,0,704,113,10,152,1.345132743,11.3,81.56726991,4.689566372
.\Data\Korea  (6816).txt,0,445,81,9,86,1.061728395,9,107.8777778,0.448395062
.\Data\english (20783).txt,1,426,86,5,90,1.046511628,17.2,100.8421163,3.466837209
.\Data\english (17941).txt,1,355,74,6,66,0.891891892,12.33333333,118.8626126,-0.255675676
.\Data\english (29242).txt,1,675,110,7,110,1,15.71428571,106.285,2.338571429
.\Data\english (5627).txt,1,606,111,5,124,1.117117117,22.2,89.79389189,6.249981982
.\Data\english (23402).txt,1,1172,206,8,238,1.155339806,25.75,82.95700243,8.085509709
.\Data\english (16134).txt,1,306,46,4,55,1.195652174,11.5,94.01032609,3.003695652
.\Data\english (13652).txt,1,246,46,2,53,1.152173913,23,86.01608696,6.975652174
.\Data\english (17293).txt,1,867,165,10,174,1.054545455,16.5,100.8729545,3.288636364
.\Data\english (5984).txt,1,201,42,3,32,0.761904762,14,128.1678571,-1.13952381
.\Data\english (27693).txt,1,412,76,1,89,1.171052632,76,30.62394737,27.86842105
.\Data\english (23007).txt,1,221,39,1,49,1.256410256,39,60.95769231,14.44564103
.\Data\english (6852).txt,1,401,72,3,88,1.222222222,24,79.075,8.192222222
.\Data\english (26758).txt,1,839,132,7,174,1.318181818,18.85714286,76.17681818,7.318831169
.\Data\english (2907).txt,1,426,70,3,102,1.457142857,23.33333333,59.87738095,10.70428571
.\Data\english (3921).txt,1,613,115,8,128,1.113043478,14.375,98.08089674,3.150163043
.\Data\english (12450).txt,1,274,56,5,53,0.946428571,11.2,115.3991429,-0.054142857
.\Data\english (4192).txt,1,510,99,6,100,1.01010101,16.5,104.6329545,2.764191919
.\Data\english (2342).txt,1,342,52,3,70,1.346153846,17.33333333,75.35705128,7.054615385
.\Data\english (25154).txt,1,874,163,9,160,0.981595092,18.11111111,105.4092774,3.056155419
.\Data\english (20987).txt,1,361,73,5,65,0.890410959,14.6,116.6872329,0.610849315
.\Data\english (2618).txt,1,499,74,2,112,1.513513514,37,41.23675676,16.69945946
.\Data\Korea  (7477).txt,0,559,86,9,103,1.197674419,9.555555556,95.8128553,2.269224806
.\Data\english (24489).txt,1,452,73,4,76,1.04109589,18.25,100.2345377,3.812431507
.\Data\Korea  (4351).txt,0,452,80,9,80,1,8.888888889,113.2127778,-0.323333333
.\Data\Korea  (8141).txt,0,591,103,12,97,0.941747573,8.583333333,118.451072,-1.129878641
.\Data\english (18137).txt,1,1077,212,11,197,0.929245283,19.27272727,108.6590309,2.891457976
.\Data\english (34205).txt,1,443,73,2,95,1.301369863,36.5,59.69160959,14.00116438
.\Data\english (2992).txt,1,395,74,4,80,1.081081081,18.5,96.59804054,4.381756757
.\Data\english (7167).txt,1,257,45,2,51,1.133333333,22.5,88.1175,6.558333333
.\Data\english (17989).txt,1,297,48,1,71,1.479166667,48,32.9775,20.58416667
.\Data\english (8705).txt,1,551,104,6,115,1.105769231,17.33333333,95.69358974,4.218076923
.\Data\english (34883).txt,1,845,158,9,163,1.03164557,17.55555556,101.7388959,3.430084388
.\Data\Korea  (3484).txt,0,552,89,8,103,1.157303371,11.125,97.63525983,2.404929775
.\Data\english (12442).txt,1,338,56,6,74,1.321428571,9.333333333,85.56880952,3.642857143
.\Data\Korea  (5231).txt,0,759,112,5,103,0.919642857,22.4,106.2972143,3.997785714
.\Data\english (21424).txt,1,686,137,7,131,0.95620438,19.57142857,106.0751095,3.326068822
.\Data\english (19648).txt,1,387,73,6,71,0.97260274,12.16666667,112.2036416,0.631712329
.\Data\english (28816).txt,1,586,101,4,118,1.168316832,25.25,82.36664604,8.043638614
.\Data\Korea  (3331).txt,0,553,102,10,102,1,10.2,111.882,0.188
.\Data\english (4882).txt,1,1773,295,13,372,1.261016949,22.69230769,77.12027379,8.14
.\Data\english (34019).txt,1,267,44,2,54,1.227272727,22,80.67772727,7.471818182
.\Data\english (5535).txt,1,297,49,4,60,1.224489796,12.25,90.80941327,3.636479592
.\Data\Korea  (5974).txt,0,380,71,7,78,1.098591549,10.14285714,103.5991549,1.329094567
.\Data\english (33712).txt,1,209,30,3,42,1.4,10,78.245,4.83
.\Data\english (9976).txt,1,495,96,8,90,0.9375,12,115.3425,0.1525
.\Data\english (27147).txt,1,883,135,6,174,1.288888889,22.5,74.9575,8.393888889
.\Data\english (17870).txt,1,314,61,5,57,0.93442623,12.2,115.399541,0.194229508
.\Data\english (6209).txt,1,545,106,8,94,0.886792453,13.25,118.3636085,0.041650943
.\Data\Korea  (7038).txt,0,710,135,14,133,0.985185185,9.642857143,113.7008333,-0.204100529
.\Data\Korea  (9005).txt,0,561,91,8,121,1.32967033,11.375,82.79926511,4.53635989
.\Data\Korea  (4853).txt,0,558,98,11,89,0.908163265,8.909090909,120.9616605,-1.399128015
.\Data\english (2921).txt,1,406,62,3,87,1.403225806,20.66666667,67.14543011,9.028064516
.\Data\english (16791).txt,1,554,96,5,99,1.03125,19.2,100.10325,4.06675
.\Data\english (24166).txt,1,485,98,8,90,0.918367347,12.25,116.7073724,0.024234694
.\Data\english (16688).txt,1,299,46,2,66,1.434782609,23,62.1073913,10.31043478
.\Data\english (10923).txt,1,480,78,3,89,1.141025641,26,83.91423077,8.014102564
.\Data\Korea  (276).txt,0,631,105,8,117,1.114285714,13.125,99.24455357,2.677321429
.\Data\Korea  (9616).txt,0,711,133,10,142,1.067669173,13.3,103.010688,2.195496241
.\Data\english (23629).txt,1,294,51,2,57,1.117647059,25.5,86.39955882,7.543235294
.\Data\Korea  (7323).txt,0,446,75,10,74,0.986666667,7.5,115.7505,-1.022333333
.\Data\english (28804).txt,1,328,52,2,63,1.211538462,26,77.94884615,8.846153846
.\Data\Korea  (584).txt,0,723,105,10,114,1.085714286,10.5,104.3260714,1.316428571
.\Data\english (9673).txt,1,389,56,5,77,1.375,11.2,79.142,5.003
.\Data\english (12401).txt,1,532,75,3,97,1.293333333,25,72.044,9.421333333
.\Data\Korea  (5414).txt,0,514,96,8,87,0.90625,12,117.98625,-0.21625
.\Data\english (8699).txt,1,887,151,5,207,1.370860927,30.2,60.20716556,12.36415894
.\Data\english (13042).txt,1,276,54,4,54,1,13.5,108.5325,1.475
.\Data\english (21964).txt,1,238,47,4,43,0.914893617,11.75,117.50875,-0.211755319
.\Data\english (16533).txt,1,352,62,3,70,1.129032258,20.66666667,90.3422043,5.792580645
.\Data\Korea  (1190).txt,0,374,71,6,68,0.957746479,11.83333333,113.7988146,0.326408451
.\Data\english (14318).txt,1,370,58,3,61,1.051724138,19.33333333,98.2358046,4.360344828
.\Data\english (11711).txt,1,758,125,6,125,1,20.83333333,101.0891667,4.335
.\Data\Korea  (2164).txt,0,601,104,11,109,1.048076923,9.454545455,108.5713287,0.46458042
.\Data\english (22523).txt,1,1243,234,17,236,1.008547009,13.76470588,107.5407466,1.679089995
.\Data\english (950).txt,1,419,65,3,97,1.492307692,21.66666667,58.59410256,10.46923077
.\Data\english (25488).txt,1,364,63,3,72,1.142857143,21,88.83428571,6.085714286
.\Data\english (934).txt,1,712,107,7,149,1.392523364,15.28571429,73.51252336,6.803204272
.\Data\english (20043).txt,1,2221,393,14,426,1.083969466,28.07142857,86.63868321,8.148696838
.\Data\english (19887).txt,1,381,73,6,67,0.917808219,12.16666667,116.839258,-0.014863014
.\Data\english (29753).txt,1,248,40,3,47,1.175,13.33333333,93.89666667,3.475
.\Data\Korea  (7798).txt,0,433,75,8,70,0.933333333,9.375,118.359375,-0.920416667
.\Data\english (22301).txt,1,1542,299,11,325,1.086956522,27.18181818,87.28893281,7.836996047
.\Data\english (1250).txt,1,287,44,4,63,1.431818182,11,74.53818182,5.595454545
.\Data\english (16472).txt,1,323,58,3,63,1.086206897,19.33333333,95.31856322,4.767241379
.\Data\english (6376).txt,1,449,64,2,85,1.328125,32,61.995625,12.561875
.\Data\Korea  (972).txt,0,531,98,11,88,0.897959184,8.909090909,121.8249258,-1.519536178
.\Data\english (14020).txt,1,253,45,2,46,1.022222222,22.5,97.5175,5.247222222
.\Data\english (9435).txt,1,1026,185,10,217,1.172972973,18.5,88.82398649,5.466081081
.\Data\english (4501).txt,1,636,93,7,98,1.053763441,13.28571429,104.2016129,2.025837174
.\Data\english (12211).txt,1,380,79,8,68,0.860759494,9.875,123.9916218,-1.581787975
.\Data\english (34210).txt,1,293,44,3,57,1.295454545,14.66666667,82.35287879,5.416363636
.\Data\english (10686).txt,1,224,30,1,49,1.633333333,30,38.205,15.38333333
.\Data\english (10711).txt,1,287,43,3,52,1.209302326,14.33333333,89.97968992,4.269767442
.\Data\english (33527).txt,1,245,43,2,63,1.465116279,21.5,61.06366279,10.08337209
.\Data\english (27770).txt,1,409,69,8,62,0.898550725,8.625,122.0632337,-1.623351449
.\Data\english (33900).txt,1,417,68,3,47,0.691176471,22.66666667,125.3548039,1.405882353
.\Data\english (17104).txt,1,482,70,4,105,1.5,17.5,62.1725,8.935
.\Data\english (2003).txt,1,218,40,2,53,1.325,20,74.44,7.845
.\Data\english (15034).txt,1,482,88,7,87,0.988636364,12.57142857,110.4363636,0.978766234
.\Data\Korea  (5661).txt,0,595,99,24,90,0.909090909,4.125,125.7390341,-3.253977273
.\Data\Korea  (648).txt,0,328,59,7,51,0.86440678,8.428571429,125.1511864,-2.102857143
.\Data\english (3956).txt,1,513,102,4,109,1.068627451,25.5,90.54661765,6.964803922
.\Data\english (2523).txt,1,319,52,3,53,1.019230769,17.33333333,103.0147436,3.196923077
.\Data\english (34906).txt,1,492,82,12,82,1,6.833333333,115.2991667,-1.125
.\Data\english (15930).txt,1,817,120,7,180,1.5,17.14285714,62.535,8.795714286
.\Data\english (26727).txt,1,255,39,2,63,1.615384615,19.5,50.38096154,11.07653846
.\Data\Korea  (5183).txt,0,462,74,5,84,1.135135135,14.8,95.78056757,3.576594595
.\Data\english (22141).txt,1,319,63,5,59,0.936507937,12.6,114.8174286,0.374793651
.\Data\english (31524).txt,1,603,104,2,138,1.326923077,52,41.79730769,20.34769231
.\Data\Korea  (9500).txt,0,626,105,12,94,0.895238095,8.75,122.2166071,-1.613690476
.\Data\english (6430).txt,1,715,120,16,145,1.208333333,7.5,96.9975,1.593333333
.\Data\english (30319).txt,1,791,134,7,154,1.149253731,19.14285714,90.17813433,5.436908316
.\Data\english (8787).txt,1,296,50,2,61,1.22,25,78.248,8.556
.\Data\english (21118).txt,1,898,160,11,187,1.16875,14.54545455,93.19511364,3.873977273
.\Data\Korea  (6842).txt,0,485,87,8,83,0.954022989,10.875,115.0865302,-0.091278736
.\Data\english (33053).txt,1,268,45,2,56,1.244444444,22.5,78.7175,7.869444444
.\Data\english (17821).txt,1,732,132,4,142,1.075757576,33,82.33090909,9.973939394
.\Data\english (23820).txt,1,633,119,8,113,0.949579832,14.875,111.4024212,1.416292017
.\Data\english (3184).txt,1,714,126,8,164,1.301587302,15.75,80.73446429,5.911230159
.\Data\english (10806).txt,1,314,59,3,61,1.033898305,19.66666667,99.40553672,4.28
.\Data\english (19970).txt,1,247,44,3,43,0.977272727,14.66666667,109.2710606,1.661818182
.\Data\english (2959).txt,1,495,87,3,110,1.264367816,29,70.43448276,10.63954023
.\Data\english (22340).txt,1,835,149,8,162,1.087248322,18.625,95.94941695,4.503280201
.\Data\english (8285).txt,1,672,126,13,123,0.976190476,9.692307692,114.4115934,-0.290952381
.\Data\english (7562).txt,1,1186,180,6,230,1.277777778,30,68.285,11.18777778
.\Data\Korea  (2216).txt,0,533,85,8,105,1.235294118,10.625,91.54474265,3.130220588
.\Data\Korea  (3118).txt,0,684,106,9,120,1.132075472,11.77777778,99.10697065,2.361823899
.\Data\english (2137).txt,1,457,84,3,86,1.023809524,28,91.80071429,7.410952381
.\Data\english (23291).txt,1,743,130,5,154,1.184615385,26,80.22653846,8.528461538
.\Data\english (336).txt,1,525,89,5,95,1.06741573,17.8,98.46462921,3.947505618
.\Data\english (11017).txt,1,226,33,2,42,1.272727273,16.5,82.41477273,5.863181818
.\Data\english (12402).txt,1,234,35,2,34,0.971428571,17.5,106.8896429,2.697857143
.\Data\english (1047).txt,1,301,43,3,65,1.511627907,14.33333333,64.40294574,7.837209302
.\Data\Korea  (9482).txt,0,557,108,12,103,0.953703704,9,117.0166667,-0.826296296
.\Data\english (11021).txt,1,329,49,3,53,1.081632653,16.33333333,98.75054422,3.543265306
.\Data\english (15010).txt,1,633,114,8,96,0.842105263,14.25,121.1291447,-0.095657895
.\Data\english (22720).txt,1,346,61,4,73,1.196721311,15.25,90.11362705,4.478811475
.\Data\english (28635).txt,1,239,38,3,34,0.894736842,12.66666667,118.2835965,-0.092105263
.\Data\english (13365).txt,1,1192,179,8,255,1.424581006,22.375,63.60482193,9.946305866
.\Data\english (28577).txt,1,479,75,3,89,1.186666667,25,81.068,8.162666667
.\Data\Korea  (8298).txt,0,617,122,10,104,0.852459016,12.2,122.3339672,-0.772983607
.\Data\english (2993).txt,1,306,55,3,55,1,18.33333333,103.6266667,3.36
.\Data\english (30396).txt,1,873,128,5,172,1.34375,25.6,67.16975,10.25025
.\Data\Korea  (7181).txt,0,540,100,11,113,1.13,9.090909091,102.0097273,1.289454545
.\Data\Korea  (6165).txt,0,520,92,8,88,0.956521739,11.5,114.2407609,0.181956522
.\Data\english (14173).txt,1,692,114,7,116,1.01754386,16.28571429,104.2207895,2.768446115
.\Data\Korea  (8822).txt,0,439,76,8,72,0.947368421,9.5,117.0451316,-0.706052632
.\Data\english (23288).txt,1,647,114,7,131,1.149122807,16.28571429,93.08921053,4.321077694
.\Data\english (11023).txt,1,593,103,3,127,1.233009709,34.33333333,67.67404531,12.34951456
.\Data\english (4216).txt,1,440,68,2,86,1.264705882,34,65.33088235,12.59352941
.\Data\english (15314).txt,1,201,34,2,47,1.382352941,17,72.63294118,7.351764706
.\Data\english (6674).txt,1,518,72,5,108,1.5,14.4,65.319,7.726
.\Data\english (23825).txt,1,608,109,8,116,1.064220183,13.625,102.9725975,2.281548165
.\Data\english (13361).txt,1,1185,168,6,212,1.261904762,28,71.65785714,10.22047619
.\Data\english (18900).txt,1,519,104,6,108,1.038461538,17.33333333,101.3878205,3.423846154
.\Data\Korea  (2916).txt,0,600,108,14,107,0.990740741,7.714285714,115.1883333,-0.890687831
.\Data\english (8203).txt,1,201,33,1,42,1.272727273,33,65.66727273,12.29818182
.\Data\english (8420).txt,1,474,76,2,92,1.210526316,38,65.85447368,13.51421053
.\Data\english (3412).txt,1,218,38,3,31,0.815789474,12.66666667,124.9625439,-1.023684211
.\Data\english (194).txt,1,393,60,3,73,1.216666667,20,83.605,6.566666667
.\Data\english (2603).txt,1,710,101,4,155,1.534653465,25.25,51.37456683,12.36641089
.\Data\english (18048).txt,1,355,63,3,66,1.047619048,21,96.89142857,4.961904762
.\Data\english (13442).txt,1,235,38,2,58,1.526315789,19,58.42368421,9.830526316
.\Data\english (30994).txt,1,607,95,4,111,1.168421053,23.75,83.88032895,7.459868421
.\Data\english (21688).txt,1,453,82,5,89,1.085365854,16.4,98.36704878,3.613317073
.\Data\english (32476).txt,1,265,42,3,49,1.166666667,14,93.925,3.636666667
.\Data\english (33598).txt,1,442,81,2,94,1.160493827,40.5,67.54972222,13.89882716
.\Data\english (17754).txt,1,778,130,7,144,1.107692308,18.57142857,94.27423077,4.723626374
.\Data\Korea  (4978).txt,0,423,69,6,77,1.115942029,11.5,100.7538043,2.063115942
.\Data\Korea  (6661).txt,0,570,106,13,87,0.820754717,8.153846154,129.1229971,-2.72509434
.\Data\english (15620).txt,1,571,92,6,100,1.086956522,15.33333333,99.31514493,3.216086957
.\Data\english (17355).txt,1,898,155,6,198,1.277419355,25.83333333,72.54448925,9.558548387
.\Data\english (23458).txt,1,841,146,16,158,1.082191781,9.125,106.0197003,0.738613014
.\Data\Korea  (4838).txt,0,741,134,15,111,0.828358209,8.933333333,127.6885622,-2.331373134
.\Data\Korea  (6418).txt,0,528,104,9,92,0.884615385,11.55555556,120.2676496,-0.644871795
.\Data\english (31871).txt,1,867,146,7,178,1.219178082,20.85714286,82.52253425,6.930587084
.\Data\english (11853).txt,1,319,45,2,69,1.533333333,22.5,54.2775,11.27833333
.\Data\english (5119).txt,1,374,61,3,72,1.180327869,20.33333333,86.34092896,6.267868852
.\Data\english (25215).txt,1,804,146,10,138,0.945205479,14.6,112.0516164,1.257424658
.\Data\english (6294).txt,1,308,53,6,55,1.037735849,8.833333333,110.0767138,0.100283019
.\Data\english (27394).txt,1,305,50,2,54,1.08,25,90.092,6.904
.\Data\english (8601).txt,1,249,44,2,51,1.159090909,22,86.44590909,6.667272727
.\Data\english (6039).txt,1,545,100,7,112,1.12,14.28571429,97.583,3.197428571
.\Data\english (21223).txt,1,571,102,5,123,1.205882353,20.4,84.11135294,6.595411765
.\Data\english (357).txt,1,902,131,6,206,1.572519084,21.83333333,51.63905216,11.48072519
.\Data\english (22552).txt,1,249,51,2,47,0.921568627,25.5,102.9877941,5.229509804
.\Data\english (3868).txt,1,434,87,3,96,1.103448276,29,84.04827586,8.740689655
.\Data\english (8339).txt,1,698,120,7,119,0.991666667,17.14285714,105.54,2.797380952
.\Data\Korea  (2647).txt,0,517,103,5,97,0.941747573,20.6,106.2541553,3.556621359
.\Data\english (16389).txt,1,238,38,3,37,0.973684211,12.66666667,111.6046491,0.839473684
.\Data\english (1906).txt,1,364,62,3,88,1.419354839,20.66666667,65.78091398,9.218387097
.\Data\english (20185).txt,1,504,96,5,115,1.197916667,19.2,86.00325,6.033416667
.\Data\english (22591).txt,1,394,76,2,88,1.157894737,38,70.30710526,12.89315789
.\Data\english (1067).txt,1,497,65,3,92,1.415384615,21.66666667,65.10179487,9.561538462
.\Data\english (2538).txt,1,525,83,6,104,1.253012048,13.83333333,86.78934739,4.590542169
.\Data\english (18931).txt,1,307,62,4,65,1.048387097,15.5,102.4089516,2.825967742
.\Data\english (17238).txt,1,275,59,3,64,1.084745763,19.66666667,95.10384181,4.88
.\Data\english (16820).txt,1,312,64,7,51,0.796875,9.142857143,130.139375,-2.621160714
.\Data\Korea  (3855).txt,0,657,118,9,137,1.161016949,13.11111111,95.30518832,3.223333333
.\Data\english (14938).txt,1,734,132,6,147,1.113636364,22,90.29136364,6.130909091
.\Data\english (21788).txt,1,879,156,6,166,1.064102564,26,90.42192308,7.106410256
.\Data\english (29836).txt,1,365,64,5,75,1.171875,12.8,94.702375,3.230125
.\Data\english (6930).txt,1,566,93,5,122,1.311827957,18.6,76.97535484,7.143569892
.\Data\Korea  (5206).txt,0,630,106,11,118,1.113207547,9.636363636,102.8767324,1.304030875
.\Data\Korea  (8182).txt,0,1189,212,16,241,1.136792453,13.25,97.21360849,2.991650943
.\Data\english (3303).txt,1,270,47,2,50,1.063829787,23.5,92.9825,6.128191489
.\Data\english (18672).txt,1,398,67,4,70,1.044776119,16.75,101.4456903,3.270858209
.\Data\english (19007).txt,1,900,161,6,183,1.136645963,26.83333333,83.43891822,8.28742236
.\Data\english (18786).txt,1,554,112,7,105,0.9375,16,111.2825,1.7125
.\Data\english (12832).txt,1,805,152,12,158,1.039473684,12.66666667,106.0388596,1.615789474
.\Data\english (12864).txt,1,353,69,3,60,0.869565217,23,109.9247826,3.640869565
.\Data\english (4581).txt,1,202,40,3,46,1.15,13.33333333,96.01166667,3.18
.\Data\english (28517).txt,1,411,76,3,68,0.894736842,25.33333333,105.4269298,4.847894737
.\Data\english (1529).txt,1,293,43,2,65,1.511627907,21.5,57.12877907,10.6322093
.\Data\Korea  (5764).txt,0,577,95,9,95,1,10.55555556,111.5211111,0.326666667
.\Data\english (15022).txt,1,492,68,3,101,1.485294118,22.66666667,58.17245098,10.77647059
.\Data\english (27540).txt,1,555,104,8,105,1.009615385,13,108.2265385,1.393461538
.\Data\english (12372).txt,1,2076,365,15,465,1.273972603,24.33333333,74.35858447,8.932876712
.\Data\english (7239).txt,1,336,55,4,69,1.254545455,13.75,86.74420455,4.576136364
.\Data\english (33877).txt,1,320,48,4,56,1.166666667,12,95.955,2.856666667
.\Data\Korea  (146).txt,0,513,85,3,97,1.141176471,28.33333333,81.53313725,8.925882353
.\Data\Korea  (4880).txt,0,450,84,7,84,1,12,110.055,0.89
.\Data\english (32119).txt,1,709,141,6,133,0.943262411,23.5,103.1825,4.705496454
.\Data\english (15697).txt,1,843,141,7,177,1.255319149,20.14285714,80.19,7.078480243
.\Data\english (14907).txt,1,1648,235,11,290,1.234042553,21.36363636,80.75090909,7.303520309
.\Data\english (9007).txt,1,423,66,5,92,1.393939394,13.2,75.50972727,6.006484848
.\Data\Korea  (4550).txt,0,383,69,6,63,0.913043478,11.5,117.9190217,-0.331086957
.\Data\english (8588).txt,1,710,115,6,158,1.373913043,19.16666667,71.14778986,8.097173913
.\Data\english (21526).txt,1,329,52,2,64,1.230769231,26,76.32192308,9.073076923
.\Data\Korea  (5575).txt,0,663,114,7,135,1.184210526,16.28571429,90.12078947,4.735112782
.\Data\english (6568).txt,1,542,93,5,107,1.150537634,18.6,90.62051613,5.240344086
.\Data\english (15439).txt,1,225,33,1,39,1.181818182,33,73.35818182,11.22545455
.\Data\english (24598).txt,1,298,53,2,59,1.113207547,26.5,85.76014151,7.880849057
.\Data\english (34655).txt,1,247,42,3,46,1.095238095,14,99.96785714,2.793809524
.\Data\Korea  (1269).txt,0,520,102,7,96,0.941176471,14.57142857,112.4214706,1.198739496
.\Data\english (9493).txt,1,328,53,3,66,1.245283019,17.66666667,83.55238994,5.994339623
.\Data\english (6284).txt,1,876,127,6,183,1.440944882,21.16666667,63.44689633,9.668149606
.\Data\english (11396).txt,1,312,52,7,67,1.288461538,7.428571429,90.29115385,2.510989011
.\Data\english (31478).txt,1,473,78,3,103,1.320512821,26,68.72961538,10.13205128
.\Data\english (15352).txt,1,290,49,3,48,0.979591837,16.33333333,107.3831973,2.339183673
.\Data\english (12822).txt,1,501,95,4,108,1.136842105,23.75,86.55190789,7.087236842
.\Data\english (16441).txt,1,452,69,3,99,1.434782609,23,62.1073913,10.31043478
.\Data\english (4227).txt,1,514,101,6,99,0.98019802,16.83333333,106.8244142,2.541336634
.\Data\english (28819).txt,1,330,50,2,80,1.6,25,46.1,13.04
.\Data\english (6246).txt,1,400,66,2,73,1.106060606,33,79.76727273,10.33151515
.\Data\english (7980).txt,1,249,44,4,50,1.136363636,11,99.53363636,2.109090909
.\Data\english (9132).txt,1,304,57,4,59,1.035087719,14.25,104.8028289,2.181535088
.\Data\english (2571).txt,1,355,53,1,77,1.452830189,53,30.13056604,22.22339623
.\Data\english (31132).txt,1,284,55,3,56,1.018181818,18.33333333,102.0884848,3.574545455
.\Data\english (33942).txt,1,349,57,3,70,1.228070175,19,83.65526316,6.31122807
.\Data\Korea  (3671).txt,0,718,138,6,157,1.137681159,23,87.24217391,6.804637681
.\Data\english (17215).txt,1,476,85,4,93,1.094117647,21.25,92.70389706,5.608088235
.\Data\english (11725).txt,1,377,65,3,65,1,21.66666667,100.2433333,4.66
.\Data\english (19621).txt,1,291,51,2,55,1.078431373,25.5,89.71720588,7.080490196
.\Data\english (1073).txt,1,1515,221,8,267,1.208144796,27.625,76.58657523,9.439858597
.\Data\english (17071).txt,1,360,67,5,70,1.044776119,13.4,104.8459403,1.964358209
.\Data\english (27365).txt,1,856,142,8,175,1.232394366,17.75,84.55818662,5.874753521
.\Data\english (10975).txt,1,255,39,3,38,0.974358974,13,111.2092308,0.977435897
.\Data\Korea  (2326).txt,0,628,121,16,96,0.79338843,7.5625,132.0384013,-3.278641529
.\Data\english (28977).txt,1,326,49,5,66,1.346938776,9.8,82.93697959,4.125877551
.\Data\english (3208).txt,1,544,88,5,116,1.318181818,17.6,77.45281818,6.828545455
.\Data\english (13766).txt,1,442,63,3,80,1.26984127,21,78.09142857,7.584126984
.\Data\Korea  (2995).txt,0,401,73,9,65,0.890410959,8.111111111,123.2734551,-1.919817352
