FileName,IsNativeEnglish,NumberCharacters,NumberWords,NumberSentences,NumberSyllables,ASW,ASL,FRES,FKGL
.\Data\Korea  (1085).txt,0,669,112,13,108,0.964285714,8.615384615,116.5118132,-0.851428571
.\Data\english (23810).txt,1,548,91,6,94,1.032967033,15.16666667,104.0518223,2.514010989
.\Data\english (7583).txt,1,309,55,3,58,1.054545455,18.33333333,99.01212121,4.003636364
.\Data\english (22667).txt,1,247,46,3,47,1.02173913,15.33333333,104.8325362,2.446521739
.\Data\Korea  (8757).txt,0,651,121,24,92,0.760330579,5.041666667,137.3937414,-4.651849174
.\Data\english (28023).txt,1,507,81,3,109,1.345679012,27,65.58555556,10.81901235
.\Data\Korea  (1319).txt,0,441,68,6,82,1.205882353,11.33333333,93.31401961,3.059411765
.\Data\english (25845).txt,1,380,69,3,78,1.130434783,23,87.85521739,6.719130435
.\Data\english (11330).txt,1,312,46,3,71,1.543478261,15.33333333,60.6934058,8.603043478
.\Data\Korea  (8916).txt,0,673,134,9,125,0.932835821,14.88888889,112.8048673,1.224129353
.\Data\english (21535).txt,1,1152,220,15,231,1.05,14.66666667,103.1183333,2.52
.\Data\english (17688).txt,1,793,151,5,166,1.099337748,30.2,83.17802649,9.16018543
.\Data\english (30390).txt,1,326,48,2,67,1.395833333,24,64.3875,10.24083333
.\Data\Korea  (8623).txt,0,616,115,9,125,1.086956522,12.77777778,101.9090338,2.21942029
.\Data\english (9398).txt,1,291,44,2,58,1.318181818,22,72.98681818,8.544545455
.\Data\Korea  (4829).txt,0,720,120,6,124,1.033333333,20,99.115,4.403333333
.\Data\Korea  (8674).txt,0,231,46,5,44,0.956521739,9.2,116.5752609,-0.715043478
.\Data\Korea  (3141).txt,0,480,89,9,90,1.011235955,9.888888889,111.247216,0.199250936
.\Data\english (7106).txt,1,679,111,9,116,1.045045045,12.33333333,105.9058559,1.551531532
.\Data\english (30795).txt,1,229,38,2,47,1.236842105,19,82.91315789,6.414736842
.\Data\Korea  (2026).txt,0,566,111,12,93,0.837837838,9.25,126.5651689,-2.096013514
.\Data\Korea  (6140).txt,0,396,72,10,70,0.972222222,7.2,117.277,-1.309777778
.\Data\english (33491).txt,1,211,31,2,51,1.64516129,15.5,51.92185484,9.867903226
.\Data\Korea  (6653).txt,0,660,107,7,104,0.971962617,15.28571429,109.0919626,1.84058745
.\Data\english (12568).txt,1,1138,185,4,222,1.2,46.25,58.37125,16.6075
.\Data\Korea  (598).txt,0,675,120,10,130,1.083333333,12,103.005,1.873333333
.\Data\english (11183).txt,1,457,64,4,97,1.515625,16,62.373125,8.534375
.\Data\english (4457).txt,1,366,53,5,79,1.490566038,10.6,69.97411321,6.132679245
.\Data\english (5684).txt,1,379,59,3,65,1.101694915,19.66666667,93.6699435,5.08
.\Data\english (13873).txt,1,462,89,3,85,0.95505618,29.66666667,95.92558052,7.249662921
.\Data\english (30456).txt,1,220,34,1,38,1.117647059,34,77.77205882,10.85823529
.\Data\Korea  (5678).txt,0,435,86,9,67,0.779069767,9.555555556,131.2268088,-2.670310078
.\Data\english (31870).txt,1,843,131,7,184,1.404580153,18.71428571,69.01251908,8.28261723
.\Data\english (26357).txt,1,415,62,2,92,1.483870968,31,49.83451613,14.00967742
.\Data\english (21461).txt,1,491,93,4,94,1.010752688,23.25,97.72657258,5.40438172
.\Data\english (244).txt,1,241,35,3,41,1.171428571,11.66666667,95.89047619,2.782857143
.\Data\english (15018).txt,1,1557,266,17,309,1.161654135,15.64705882,92.67729544,4.219871738
.\Data\english (28297).txt,1,577,90,4,107,1.188888889,22.5,83.4175,7.213888889
.\Data\english (25566).txt,1,908,131,6,177,1.351145038,21.83333333,70.36729644,8.86851145
.\Data\english (24935).txt,1,438,82,7,75,0.914634146,11.71428571,117.5669512,-0.228745645
.\Data\english (23578).txt,1,973,215,11,206,0.958139535,19.54545455,105.937759,3.338773784
.\Data\english (19200).txt,1,522,90,5,105,1.166666667,18,89.865,5.196666667
.\Data\english (13583).txt,1,286,42,5,41,0.976190476,8.4,115.7232857,-0.794952381
.\Data\english (32937).txt,1,708,121,12,137,1.132231405,10.08333333,100.8136398,1.702830579
.\Data\Korea  (5554).txt,0,705,119,13,102,0.857142857,9.153846154,125.0295604,-1.905714286
.\Data\english (9752).txt,1,435,80,5,87,1.0875,16,98.5925,3.4825
.\Data\english (993).txt,1,561,79,3,126,1.594936709,26.33333333,45.1750211,13.50025316
.\Data\english (8538).txt,1,671,120,6,139,1.158333333,20,88.54,5.878333333
.\Data\english (33245).txt,1,550,82,4,84,1.024390244,20.5,99.36408537,4.492804878
.\Data\english (24759).txt,1,371,48,2,59,1.229166667,24,78.4875,8.274166667
.\Data\Korea  (3563).txt,0,568,100,6,123,1.23,16.66666667,85.86033333,5.424
.\Data\english (9970).txt,1,1299,250,12,249,0.996,20.83333333,101.4275667,4.2878
.\Data\Korea  (5305).txt,0,231,43,4,41,0.953488372,10.75,115.2586337,-0.146337209
.\Data\english (24465).txt,1,229,33,2,47,1.424242424,16.5,69.59659091,7.651060606
.\Data\Korea  (3345).txt,0,617,102,8,123,1.205882353,12.75,91.87610294,3.611911765
.\Data\english (34251).txt,1,1208,193,13,229,1.186528497,14.84615385,91.38584297,4.201036269
.\Data\english (752).txt,1,470,66,2,91,1.378787879,33,56.69454545,13.54969697
.\Data\english (5376).txt,1,1010,152,7,205,1.348684211,21.71428571,70.69631579,8.793045113
.\Data\english (5748).txt,1,1022,166,13,203,1.222891566,12.76923077,90.41760426,3.820120482
.\Data\english (12132).txt,1,505,94,4,87,0.925531915,23.5,104.6825,4.496276596
.\Data\english (11197).txt,1,329,58,3,80,1.379310345,19.33333333,70.52201149,8.225862069
.\Data\Korea  (6545).txt,0,541,96,6,88,0.916666667,16,113.045,1.466666667
.\Data\english (29778).txt,1,513,92,4,117,1.27173913,23,75.90086957,8.386521739
.\Data\Korea  (3268).txt,0,397,71,9,58,0.816901408,7.888888889,129.7179186,-2.873896714
.\Data\english (34820).txt,1,392,74,7,65,0.878378378,10.57142857,121.7941892,-1.102277992
.\Data\english (8296).txt,1,940,183,8,184,1.005464481,22.875,98.55457992,5.195730874
.\Data\english (4538).txt,1,1122,185,24,193,1.043243243,7.708333333,110.7526633,-0.27347973
.\Data\english (12576).txt,1,417,68,3,83,1.220588235,22.66666667,80.56656863,7.652941176
.\Data\english (20430).txt,1,500,98,12,98,1,8.166666667,113.9458333,-0.605
.\Data\english (4246).txt,1,882,172,8,176,1.023255814,21.5,98.44505814,4.869418605
.\Data\english (33444).txt,1,422,69,3,57,0.826086957,23,113.6030435,3.127826087
.\Data\english (8954).txt,1,407,69,4,93,1.347826087,17.25,75.30016304,7.041847826
.\Data\Korea  (3108).txt,0,224,38,4,38,1,9.5,112.5925,-0.085
.\Data\english (25691).txt,1,324,58,2,70,1.206896552,29,75.29655172,9.96137931
.\Data\english (6289).txt,1,205,30,1,42,1.4,30,57.945,12.63
.\Data\Korea  (8208).txt,0,258,45,5,42,0.933333333,9,118.74,-1.066666667
.\Data\english (31002).txt,1,429,74,4,79,1.067567568,18.5,97.74128378,4.222297297
.\Data\english (28624).txt,1,692,101,5,129,1.277227723,20.2,78.27853465,7.359287129
.\Data\english (18678).txt,1,225,43,3,42,0.976744186,14.33333333,109.6541085,1.525581395
.\Data\english (2922).txt,1,723,105,4,137,1.304761905,26.25,69.80839286,10.04369048
.\Data\english (11915).txt,1,287,45,7,38,0.844444444,6.428571429,128.87,-3.118412698
.\Data\english (5468).txt,1,380,70,3,82,1.171428571,23.33333333,84.04880952,7.332857143
.\Data\Korea  (4311).txt,0,554,89,12,94,1.056179775,7.416666667,109.9542743,-0.234578652
.\Data\english (18223).txt,1,629,122,7,139,1.139344262,17.42857143,92.75647541,4.651405152
.\Data\Korea  (6616).txt,0,491,97,11,78,0.804123711,8.818181818,129.8556795,-2.662249297
.\Data\english (14780).txt,1,459,72,3,106,1.472222222,24,57.925,11.14222222
.\Data\english (2387).txt,1,240,50,4,51,1.02,12.5,107.8555,1.321
.\Data\Korea  (8310).txt,0,461,82,10,74,0.902439024,8.2,122.1656585,-1.743219512
.\Data\english (29723).txt,1,327,52,2,52,1,26,95.845,6.35
.\Data\english (24654).txt,1,578,87,5,109,1.252873563,17.4,83.18089655,5.979908046
.\Data\english (22253).txt,1,234,43,4,46,1.069767442,10.75,105.4214244,1.225755814
.\Data\english (32257).txt,1,1128,202,10,200,0.99009901,20.2,102.5696238,3.971168317
.\Data\english (2100).txt,1,433,73,5,104,1.424657534,14.6,71.4899726,6.914958904
.\Data\english (22799).txt,1,935,172,6,183,1.063953488,28.66666667,87.72786822,8.144651163
.\Data\Korea  (9053).txt,0,746,125,12,116,0.928,10.41666667,117.7532833,-0.5771
.\Data\english (20319).txt,1,421,84,3,88,1.047619048,28,89.78642857,7.691904762
.\Data\english (20211).txt,1,583,110,5,110,1,22,99.905,4.79
.\Data\Korea  (5309).txt,0,202,37,3,34,0.918918919,12.33333333,116.5761261,0.063243243
.\Data\english (28565).txt,1,220,34,1,51,1.5,34,45.425,15.37
.\Data\Korea  (2055).txt,0,449,86,10,85,0.988372093,8.6,114.4897209,-0.573209302
.\Data\english (5868).txt,1,446,73,4,76,1.04109589,18.25,100.2345377,3.812431507
.\Data\Korea  (2660).txt,0,675,108,11,106,0.981481481,9.818181818,113.8362121,-0.179427609
.\Data\english (23515).txt,1,768,157,8,165,1.050955414,19.625,98.00479697,4.465023885
.\Data\english (16897).txt,1,256,46,2,47,1.02173913,23,97.05086957,5.436521739
.\Data\english (18822).txt,1,1930,380,60,341,0.897368421,6.333333333,124.4892982,-2.531052632
.\Data\Korea  (5429).txt,0,647,117,11,122,1.042735043,10.63636364,107.8237063,0.862455322
.\Data\english (12514).txt,1,242,39,2,44,1.128205128,19.5,91.59634615,5.327820513
.\Data\english (16422).txt,1,298,60,3,64,1.066666667,20,96.295,4.796666667
.\Data\english (6922).txt,1,202,35,2,45,1.285714286,17.5,80.30107143,6.406428571
.\Data\english (16362).txt,1,348,58,6,50,0.862068966,9.666666667,124.0922989,-1.647586207
.\Data\english (30154).txt,1,415,63,4,61,0.968253968,15.75,108.9344643,1.977896825
.\Data\Korea  (4702).txt,0,796,141,23,120,0.85106383,6.130434783,128.6126087,-3.156577243
.\Data\english (20236).txt,1,935,163,8,186,1.141104294,20.375,89.61695169,5.821280675
.\Data\english (34860).txt,1,584,107,5,108,1.009345794,21.4,99.72334579,4.666280374
.\Data\english (17289).txt,1,719,133,7,140,1.052631579,19,98.49736842,4.241052632
.\Data\english (13137).txt,1,521,84,6,98,1.166666667,14,93.925,3.636666667
.\Data\english (12775).txt,1,272,42,3,54,1.285714286,14,83.85357143,5.041428571
.\Data\Korea  (9242).txt,0,339,69,7,53,0.768115942,9.857142857,131.8473913,-2.68194617
.\Data\english (23918).txt,1,957,173,9,204,1.179190751,19.22222222,87.56490687,5.821117534
.\Data\Korea  (8046).txt,0,391,71,9,69,0.971830986,7.888888889,116.6108764,-1.0457277
.\Data\english (25710).txt,1,492,79,3,85,1.075949367,26.33333333,89.08135021,7.376202532
.\Data\english (7787).txt,1,386,71,3,90,1.267605634,23.66666667,75.57389671,8.597746479
.\Data\english (3105).txt,1,437,68,2,108,1.588235294,34,37.96029412,16.41117647
.\Data\english (21455).txt,1,427,73,3,89,1.219178082,24.33333333,78.99420091,8.28630137
.\Data\english (25371).txt,1,1686,273,13,333,1.21978022,21,82.32659341,6.993406593
.\Data\english (3219).txt,1,1176,196,12,224,1.142857143,16.33333333,93.57095238,4.265714286
.\Data\english (23202).txt,1,286,50,2,65,1.3,25,71.48,9.5
.\Data\english (4049).txt,1,540,95,5,114,1.2,19,86.03,5.98
.\Data\english (23568).txt,1,868,160,7,175,1.09375,22.85714286,91.10375,6.230535714
.\Data\english (6670).txt,1,864,124,7,166,1.338709677,17.71428571,75.60016129,7.115345622
.\Data\english (31818).txt,1,1167,210,10,228,1.085714286,21,93.66857143,5.411428571
.\Data\english (3482).txt,1,328,53,3,57,1.075471698,17.66666667,97.91842767,3.990566038
.\Data\Korea  (5586).txt,0,556,94,10,98,1.042553191,9.4,109.094,0.37812766
.\Data\english (9367).txt,1,1706,295,16,271,0.918644068,18.4375,110.4036494,2.440625
.\Data\english (28999).txt,1,261,44,5,49,1.113636364,8.8,103.6893636,0.982909091
.\Data\english (31620).txt,1,280,50,3,58,1.16,16.66666667,91.78233333,4.598
.\Data\english (6782).txt,1,241,37,1,66,1.783783784,37,18.37189189,19.88864865
.\Data\english (14495).txt,1,341,55,4,58,1.054545455,13.75,103.6642045,2.216136364
.\Data\english (9436).txt,1,354,69,3,70,1.014492754,23,97.66391304,5.351014493
.\Data\english (33278).txt,1,319,50,2,63,1.26,25,74.864,9.028
.\Data\Korea  (4425).txt,0,388,62,9,70,1.129032258,6.888888889,104.3266487,0.419247312
.\Data\english (24268).txt,1,1225,229,20,228,0.995633188,11.45,110.9826823,0.623971616
.\Data\Korea  (4004).txt,0,939,165,19,145,0.878787879,8.684210526,123.6750718,-1.833460925
.\Data\english (25962).txt,1,2050,344,13,433,1.25872093,26.46153846,73.48874776,9.582906977
.\Data\Korea  (3472).txt,0,697,124,15,106,0.85483871,8.266666667,126.1249785,-2.278903226
.\Data\english (1423).txt,1,497,72,3,115,1.597222222,24,47.35,12.61722222
.\Data\english (8933).txt,1,271,38,6,32,0.842105263,6.333333333,129.1645614,-3.183157895
.\Data\english (31459).txt,1,405,64,5,77,1.203125,12.8,92.058625,3.598875
.\Data\Korea  (9740).txt,0,885,142,15,162,1.14084507,9.466666667,100.7108404,1.563971831
.\Data\english (24708).txt,1,457,72,4,86,1.194444444,18,87.515,5.524444444
.\Data\Korea  (7838).txt,0,588,102,9,114,1.117647059,11.33333333,100.7787255,2.018235294
.\Data\Korea  (5584).txt,0,476,87,9,79,0.908045977,9.666666667,120.2026437,-1.105057471
.\Data\english (812).txt,1,777,111,5,186,1.675675676,22.2,42.53983784,12.84097297
.\Data\english (10462).txt,1,218,42,1,44,1.047619048,42,75.57642857,13.15190476
.\Data\english (15337).txt,1,545,95,4,91,0.957894737,23.75,101.6908553,4.975657895
.\Data\english (17091).txt,1,569,96,4,124,1.291666667,24,73.2,9.011666667
.\Data\english (20377).txt,1,886,159,11,178,1.119496855,14.45454545,97.4542024,3.25733562
.\Data\english (32206).txt,1,748,112,6,151,1.348214286,18.66666667,73.82940476,7.598928571
.\Data\english (17377).txt,1,766,151,10,159,1.052980132,15.1,102.4263808,2.724165563
.\Data\english (1161).txt,1,484,77,5,107,1.38961039,15.4,73.64296104,6.813402597
.\Data\english (23701).txt,1,1190,236,11,254,1.076271186,21.45454545,94.00609399,5.477272727
.\Data\Korea  (3755).txt,0,541,100,8,107,1.07,12.5,103.6255,1.911
.\Data\english (33202).txt,1,766,125,7,156,1.248,17.85714286,83.1292,6.100685714
.\Data\english (20010).txt,1,673,126,7,132,1.047619048,18,99.93642857,3.791904762
.\Data\english (5379).txt,1,299,49,2,60,1.224489796,24.5,78.37566327,8.413979592
.\Data\english (31055).txt,1,545,99,4,114,1.151515152,24.75,84.29556818,7.650378788
.\Data\english (8628).txt,1,214,36,3,46,1.277777778,12,86.555,4.167777778
.\Data\english (4450).txt,1,473,63,6,101,1.603174603,10.5,60.54892857,7.422460317
.\Data\english (17295).txt,1,416,81,3,88,1.086419753,27,87.51888889,7.759753086
.\Data\english (1607).txt,1,313,45,3,58,1.288888889,15,82.57,5.468888889
.\Data\english (1360).txt,1,307,53,3,62,1.169811321,17.66666667,89.9372956,5.103773585
.\Data\english (7473).txt,1,257,48,3,52,1.083333333,16,98.945,3.433333333
.\Data\Korea  (6368).txt,0,620,111,12,101,0.90990991,9.25,120.4678716,-1.245563063
.\Data\english (33886).txt,1,358,47,6,44,0.936170213,7.833333333,119.6841667,-1.488191489
.\Data\english (31581).txt,1,218,36,2,52,1.444444444,18,66.365,8.474444444
.\Data\Korea  (4688).txt,0,402,74,6,72,0.972972973,12.33333333,112.0031532,0.701081081
.\Data\english (2129).txt,1,278,50,7,46,0.92,7.142857143,121.753,-1.948285714
.\Data\english (27833).txt,1,263,46,2,56,1.217391304,23,80.49869565,7.745217391
.\Data\english (17462).txt,1,692,130,7,145,1.115384615,18.57142857,93.62346154,4.814395604
.\Data\english (4377).txt,1,286,53,3,59,1.113207547,17.66666667,94.72597484,4.435849057
.\Data\english (8106).txt,1,887,148,10,172,1.162162162,14.8,93.49408108,3.895513514
.\Data\english (7581).txt,1,346,58,2,70,1.206896552,29,75.29655172,9.96137931
.\Data\english (27505).txt,1,293,42,1,55,1.30952381,42,53.41928571,16.24238095
.\Data\english (9078).txt,1,262,41,4,53,1.292682927,10.25,87.07027439,3.661158537
.\Data\english (8845).txt,1,854,143,12,156,1.090909091,11.91666667,102.4486742,1.930227273
.\Data\english (3589).txt,1,626,115,7,98,0.852173913,16.42857143,118.066087,0.872795031
.\Data\Korea  (5315).txt,0,294,46,5,50,1.086956522,9.2,105.5404783,0.824086957
.\Data\english (25611).txt,1,211,34,1,39,1.147058824,34,75.28382353,11.20529412
.\Data\english (6549).txt,1,664,105,5,140,1.333333333,21,72.72,8.333333333
.\Data\english (12757).txt,1,472,85,3,83,0.976470588,28.33333333,95.4672549,6.982352941
.\Data\english (11171).txt,1,256,45,4,41,0.911111111,11.25,118.33625,-0.451388889
.\Data\english (32774).txt,1,426,71,2,96,1.352112676,35.5,56.41376761,14.20992958
.\Data\english (20777).txt,1,245,46,2,51,1.108695652,23,89.69434783,6.462608696
.\Data\english (6133).txt,1,266,49,3,50,1.020408163,16.33333333,103.9301361,2.820816327
.\Data\english (12546).txt,1,348,54,3,65,1.203703704,18,86.73166667,5.633703704
.\Data\Korea  (4354).txt,0,501,72,13,66,0.916666667,5.538461538,123.6634615,-2.613333333
.\Data\english (16725).txt,1,305,47,3,56,1.191489362,15.66666667,90.13333333,4.579574468
.\Data\english (12316).txt,1,373,63,3,85,1.349206349,21,71.37714286,8.520634921
.\Data\english (33377).txt,1,735,125,6,148,1.184,20.83333333,85.52276667,6.5062
.\Data\Korea  (211).txt,0,724,130,7,151,1.161538462,18.57142857,89.71884615,5.359010989
.\Data\english (29563).txt,1,233,33,2,38,1.151515152,16.5,92.66931818,4.432878788
.\Data\english (31043).txt,1,911,167,9,190,1.137724551,18.55555556,91.74961411,5.071816367
.\Data\english (28501).txt,1,499,82,5,107,1.304878049,16.4,79.79631707,6.203560976
.\Data\english (14998).txt,1,492,85,3,87,1.023529412,28.33333333,91.48607843,7.537647059
.\Data\english (30421).txt,1,284,47,5,48,1.021276596,9.4,110.894,0.12706383
.\Data\english (26048).txt,1,1368,230,8,276,1.2,28.75,76.13375,9.7825
.\Data\english (2239).txt,1,474,83,4,88,1.060240964,20.75,96.07736446,5.013343373
.\Data\english (22797).txt,1,504,89,5,98,1.101123596,17.8,95.61294382,4.345258427
.\Data\english (4317).txt,1,399,77,4,77,1,19.25,102.69625,3.7175
.\Data\english (15630).txt,1,213,38,2,37,0.973684211,19,105.1763158,3.309473684
.\Data\english (10386).txt,1,231,47,5,41,0.872340426,9.4,123.494,-1.630382979
.\Data\Korea  (6200).txt,0,583,103,12,102,0.990291262,8.583333333,114.3442759,-0.557063107
.\Data\english (25038).txt,1,233,37,6,38,1.027027027,6.166666667,113.6893468,-1.066081081
.\Data\english (16672).txt,1,319,47,4,69,1.468085106,11.75,70.70875,6.315904255
.\Data\english (3071).txt,1,365,60,3,79,1.316666667,20,75.145,7.746666667
.\Data\Korea  (7405).txt,0,351,60,4,73,1.216666667,15,88.68,4.616666667
.\Data\Korea  (54).txt,0,445,75,4,77,1.026666667,18.75,100.94775,3.837166667
.\Data\english (23770).txt,1,533,94,4,110,1.170212766,23.5,83.9825,7.383510638
.\Data\english (15692).txt,1,1035,180,8,188,1.044444444,22.5,95.6375,5.509444444
.\Data\test (62).txt,0,245,40,1,59,1.475,40,41.45,17.415
.\Data\Korea  (6910).txt,0,561,109,9,116,1.064220183,12.11111111,104.5091947,1.691131498
.\Data\english (667).txt,1,361,53,2,84,1.58490566,26.5,45.85448113,13.44688679
.\Data\Korea  (1666).txt,0,626,111,10,113,1.018018018,11.1,109.4441757,0.751612613
.\Data\english (3859).txt,1,584,109,5,132,1.211009174,21.8,82.25662385,7.201908257
.\Data\english (23571).txt,1,274,48,3,50,1.041666667,16,102.47,2.941666667
.\Data\Korea  (6353).txt,0,224,43,3,49,1.139534884,14.33333333,95.8820155,3.446511628
.\Data\english (13506).txt,1,1128,213,7,251,1.178403756,30.42857143,76.25704225,10.18230718
.\Data\english (6820).txt,1,299,51,3,55,1.078431373,17,98.34470588,3.765490196
.\Data\english (1343).txt,1,304,51,2,70,1.37254902,25.5,64.83485294,10.55107843
.\Data\english (30623).txt,1,202,34,1,41,1.205882353,34,70.30735294,11.89941176
.\Data\english (4308).txt,1,610,124,5,128,1.032258065,24.8,94.33396774,6.262645161
.\Data\english (10795).txt,1,650,125,7,130,1.04,17.85714286,100.726,3.646285714
.\Data\english (4899).txt,1,710,123,4,159,1.292682927,30.75,66.26277439,11.65615854
.\Data\english (29065).txt,1,209,34,1,46,1.352941176,34,57.86617647,13.63470588
.\Data\english (2717).txt,1,596,87,5,122,1.402298851,17.4,70.53951724,7.743126437
.\Data\english (1502).txt,1,437,76,3,105,1.381578947,25.33333333,64.24008772,10.59263158
.\Data\english (9642).txt,1,223,37,4,46,1.243243243,9.25,92.26787162,2.68777027
.\Data\english (27238).txt,1,251,47,2,53,1.127659574,23.5,87.5825,6.881382979
.\Data\english (27022).txt,1,439,73,3,78,1.068493151,24.33333333,91.74214612,6.508219178
.\Data\english (31102).txt,1,316,60,4,68,1.133333333,15,95.73,3.633333333
.\Data\english (33892).txt,1,326,51,2,58,1.137254902,25.5,84.74073529,7.774607843
.\Data\Korea  (1946).txt,0,386,69,7,69,1,9.857142857,112.23,0.054285714
.\Data\Korea  (9071).txt,0,633,107,8,108,1.009345794,13.375,107.8687208,1.536530374
.\Data\english (25456).txt,1,737,130,5,153,1.176923077,26,80.87730769,8.437692308
.\Data\english (1993).txt,1,480,86,5,75,0.872093023,17.2,115.5979302,1.408697674
.\Data\english (14491).txt,1,260,42,1,39,0.928571429,42,85.64785714,11.74714286
.\Data\english (18155).txt,1,1178,240,19,219,0.9125,12.63157895,116.8164474,0.103815789
.\Data\english (25124).txt,1,1481,269,17,274,1.018587361,15.82352941,104.6016269,2.600507326
.\Data\english (8707).txt,1,484,78,4,91,1.166666667,19.5,88.3425,5.781666667
.\Data\english (34317).txt,1,260,50,2,40,0.8,25,113.78,3.6
.\Data\english (2465).txt,1,448,72,7,71,0.986111111,10.28571429,112.97,0.057539683
.\Data\english (25208).txt,1,600,110,8,104,0.945454545,13.75,112.8932955,0.928863636
.\Data\Korea  (5769).txt,0,569,100,15,84,0.84,6.666666667,129.0043333,-3.078
.\Data\english (24189).txt,1,454,69,2,81,1.173913043,34.5,72.50445652,11.71717391
.\Data\english (4864).txt,1,200,23,1,27,1.173913043,23,84.17695652,7.232173913
.\Data\english (15716).txt,1,335,58,2,66,1.137931034,29,81.13103448,9.147586207
.\Data\english (18948).txt,1,449,69,2,97,1.405797101,34.5,52.88706522,14.4534058
.\Data\english (19420).txt,1,317,58,3,66,1.137931034,19.33333333,90.94270115,5.377586207
.\Data\english (20352).txt,1,725,136,4,167,1.227941176,34,68.44117647,12.15970588
.\Data\english (30822).txt,1,352,48,2,57,1.1875,24,82.0125,7.7825
.\Data\english (2766).txt,1,254,41,5,40,0.975609756,8.2,115.9754146,-0.879804878
.\Data\english (24337).txt,1,349,58,3,74,1.275862069,19.33333333,79.27373563,7.005172414
.\Data\english (34580).txt,1,860,133,6,200,1.503759398,22.16666667,57.11778822,10.7993609
.\Data\english (7489).txt,1,260,43,2,51,1.186046512,21.5,84.67296512,6.790348837
.\Data\Korea  (3627).txt,0,560,99,10,98,0.98989899,9.9,113.0410455,-0.048191919
.\Data\english (2373).txt,1,269,54,6,62,1.148148148,9,100.5666667,1.468148148
.\Data\Korea  (3099).txt,0,395,67,6,79,1.179104478,11.16666667,95.74859453,2.678432836
.\Data\english (29496).txt,1,275,44,2,48,1.090909091,22,92.21409091,5.862727273
.\Data\english (28057).txt,1,485,79,3,94,1.189873418,26.33333333,79.44337553,8.720506329
.\Data\english (20669).txt,1,772,138,5,175,1.268115942,27.6,71.5383913,10.13776812
.\Data\english (19986).txt,1,633,118,6,121,1.025423729,19.66666667,100.1224859,4.18
.\Data\english (18987).txt,1,582,109,6,117,1.073394495,18.16666667,97.58665902,4.161055046
.\Data\english (6617).txt,1,373,61,2,78,1.278688525,30.5,67.70045082,11.39352459
.\Data\english (609).txt,1,491,83,4,100,1.204819277,20.75,83.84603916,6.71936747
.\Data\english (3614).txt,1,395,62,4,88,1.419354839,15.5,71.02508065,7.203387097
.\Data\english (28460).txt,1,202,35,1,49,1.4,35,52.87,14.58
.\Data\english (4842).txt,1,231,34,2,46,1.352941176,17,75.12117647,7.004705882
.\Data\english (25720).txt,1,371,62,3,71,1.14516129,20.66666667,88.97768817,5.982903226
.\Data\english (11473).txt,1,289,43,1,52,1.209302326,43,60.88302326,15.44976744
.\Data\english (19174).txt,1,286,50,3,55,1.1,16.66666667,96.85833333,3.89
.\Data\english (12080).txt,1,481,86,6,98,1.139534884,14.33333333,95.8820155,3.446511628
.\Data\english (24530).txt,1,611,99,3,84,0.848484848,33,101.5581818,7.292121212
.\Data\english (11550).txt,1,397,68,3,70,1.029411765,22.66666667,96.74009804,5.397058824
.\Data\english (33201).txt,1,524,82,4,89,1.085365854,20.5,94.20554878,5.212317073
.\Data\Korea  (2161).txt,0,527,103,13,74,0.718446602,7.923076923,138.0124944,-4.022330097
.\Data\Korea  (5942).txt,0,699,132,13,128,0.96969697,10.15384615,114.4924825,-0.187575758
.\Data\english (11083).txt,1,316,46,2,53,1.152173913,23,86.01608696,6.975652174
.\Data\english (6205).txt,1,769,138,10,137,0.992753623,13.8,108.8410435,1.506492754
.\Data\english (12650).txt,1,387,68,4,77,1.132352941,17,93.78294118,4.401764706
.\Data\english (10069).txt,1,236,43,5,50,1.162790698,8.6,99.73390698,1.484930233
.\Data\english (17268).txt,1,205,34,2,38,1.117647059,17,95.02705882,4.228235294
.\Data\english (15234).txt,1,417,66,4,78,1.181818182,16.5,90.10568182,4.790454545
.\Data\english (25926).txt,1,267,42,3,60,1.428571429,14,71.76785714,6.727142857
.\Data\Korea  (674).txt,0,612,106,10,115,1.08490566,10.6,104.2929811,1.345886792
.\Data\Korea  (7348).txt,0,637,100,10,112,1.12,10,101.933,1.526
.\Data\Korea  (2604).txt,0,587,106,10,102,0.962264151,10.6,114.6684528,-0.101283019
.\Data\english (30766).txt,1,548,93,5,109,1.172043011,18.6,88.80116129,5.494107527
.\Data\Korea  (7446).txt,0,221,38,4,38,1,9.5,112.5925,-0.085
.\Data\english (5914).txt,1,230,41,2,57,1.390243902,20.5,68.41286585,8.809878049
.\Data\english (70).txt,1,201,26,1,39,1.5,26,53.545,12.25
.\Data\english (125).txt,1,395,55,2,97,1.763636364,27.5,29.71886364,15.94590909
.\Data\Korea  (3157).txt,0,379,70,7,76,1.085714286,10,104.8335714,1.121428571
.\Data\english (20400).txt,1,1171,231,15,224,0.96969697,15.4,109.1676364,1.858424242
.\Data\english (28080).txt,1,584,88,3,95,1.079545455,29.33333333,85.73212121,8.588636364
.\Data\Korea  (9750).txt,0,641,101,12,116,1.148514851,8.416666667,101.1277269,1.244975248
.\Data\Korea  (1555).txt,0,257,48,8,40,0.833333333,6,130.245,-3.416666667
.\Data\english (25937).txt,1,697,127,3,145,1.141732283,42.33333333,67.27611549,14.39244094
.\Data\english (32558).txt,1,398,63,4,82,1.301587302,15.75,80.73446429,5.911230159
